,title,like,location,price,country,style,review,bookmark,discount
180,稻香 Tao Heung,50.0,青衣青敬路33號青衣城地下G04號舖,$101-200,粵菜 (廣東),火鍋,(109 食評),736,
181,譽粵菜 Yu Restaurant,17.0,馬鞍山鞍祿街18號新港城中心3018-20號舖,$51-100,粵菜 (廣東),點心,(33 食評),524,
182,東哥點心籠仔蒸飯專門店,13.0,元朗教育路104-126號永興樓永興樓地舖,$50以下,粵菜 (廣東),點心,(23 食評),600,
183,民華魚蛋粉麵 Man Wah Fish Ball Noodle,35.0,大埔廣福里19號地下C舖,$50以下,潮州菜,粉麵/米線,(62 食評),485,
184,利佳舫避風塘,10.0,荃灣二陂坊28號地舖,$101-200,粵菜 (廣東),火鍋,(16 食評),431,
185,皇庭匯 Imperial Restaurant,12.0,青衣楓樹窩路10號青衣商場2樓,$101-200,粵菜 (廣東),酒樓,(29 食評),188,
186,皇庭匯,9.0,粉嶺華明路21號華明商場1樓F03號舖,$101-200,粵菜 (廣東),酒樓,(26 食評),121,
187,煌苑 Royal Courtyard,14.0,沙田石門安群街1號京瑞廣場2期3樓,$101-200,粵菜 (廣東),點心,(57 食評),1220,
188,好彩 Ho Choi Seafood Restaurant,34.0,荃灣享和街59號地舖,$101-200,粵菜 (廣東),海鮮,(67 食評),523,
189,客家好棧 Hak Ka Hu,11.0,屯門屯隆街2號屯門時代廣場2樓46號舖,$101-200,酒樓,客家菜,(22 食評),251,
190,紅樓 Red Restaurant,15.0,將軍澳唐賢街9號PopCorn商場2樓PopFood 3號舖,$101-200,粵菜 (廣東),酒樓,(43 食評),660,
191,豪宴海鮮酒家 Ho Yin Seafood Restaurant,14.0,馬鞍山西沙路608號馬鞍山廣場3樓333號舖,$101-200,粵菜 (廣東),火鍋,(51 食評),388,
192,稻香超級漁港 Pier 88,16.0,上水新界上水龍琛路33號龍豐花園平台1至2層,$101-200,粵菜 (廣東),火鍋,(32 食評),371,
193,永利風味大排檔地道茶餐廳,9.0,屯門石排頭路7號德雅工業大廈B座地下D1舖,$51-100,粵菜 (廣東),茶餐廳/冰室,(11 食評),281,
194,天澄閣 Crystal Harbour Restaurant,33.0,馬鞍山鞍駿街29號海澄軒海景酒店,$101-200,粵菜 (廣東),海鮮,(63 食評),698,
195,荃灣豐盛酒家 Fung Shing Restaurant,18.0,荃灣青山公路荃灣段264-298號南豐中心4樓,$51-100,粵菜 (廣東),點心,(59 食評),370,
196,蓮香棧,9.0,荃灣蕙荃路22-66號綠楊坊L1樓P9-9A號舖,$101-200,粵菜 (廣東),粥品,(45 食評),1349,
197,稻香 Tao Heung,14.0,屯門建生邨建生商場209號舖,$101-200,粵菜 (廣東),火鍋,(33 食評),184,
198,彩晶軒 V Cuisine,20.0,元朗港鐵元朗站26號舖,$201-400,粵菜 (廣東),點心,(42 食評),625,
199,陳六記飯店 Chan Luk Kee,39.0,上水巡撫街4號,$50以下,粵菜 (廣東),燒臘,(64 食評),1877,
200,海王漁港,8.0,將軍澳貿業路8號新都城中心2期2樓2008號舖,$101-200,粵菜 (廣東),海鮮,(27 食評),621,
201,粵軒 Yuet Hin,17.0,大圍積福街82號地下,$51-100,粵菜 (廣東),點心,(58 食評),612,
202,潮州冷美食坊,12.0,將軍澳坑口安寧花園停車場地舖,$50以下,潮州菜,燒臘,(23 食評),267,
203,富豪坊 Regal Terrace,19.0,沙田大涌橋路34-36號麗豪酒店2樓,$101-200,粵菜 (廣東),山珍海味,(38 食評),618,食品低至8折
204,富臨酒家 Fulum Restaurant,12.0,葵涌和宜合道26-30號地下A舖,$101-200,粵菜 (廣東),火鍋,(31 食評),163,
205,和生飯店,18.0,屯門麒麟圍村口,$51-100,粵菜 (廣東),大牌檔,(31 食評),474,
206,青山灣漁港酒家,7.0,屯門三聖街6號三聖商場2樓,$101-200,粵菜 (廣東),酒樓,(10 食評),351,
207,雞朱寶,7.0,屯門屯利街1號華都商場1樓65號號舖,$50以下,粵菜 (廣東),粉麵/米線,(12 食評),243,
208,名門讌客 Wealth Banquet,10.0,元朗鳳琴街19號鴻運中心地下A號舖,$101-200,粵菜 (廣東),酒樓,(38 食評),230,
209,金輝海鮮菜館 Kam Fai Seafood Restaurant,45.0,西貢海傍街35-39號地下,$101-200,粵菜 (廣東),海鮮,(93 食評),201,
210,富臨酒家 Fulum Restaurant,9.0,屯門海榮路22號屯門中央廣場地下及1樓,$101-200,粵菜 (廣東),海鮮,(25 食評),181,
211,坤記 Kwan Kee,9.0,屯門屯門鄉事會路10號地舖,$50以下,粵菜 (廣東),粉麵/米線,(17 食評),176,
212,高哥一Cook,5.0,元朗鳳攸南街9號好順利大廈1座地下1C&D號舖,$50以下,粵菜 (廣東),粥品,(5 食評),1088,
213,大使餐館 Ambassador Restaurant,18.0,元朗和生圍加州花園商場1樓129號舖,$101-200,粵菜 (廣東),海鮮,(46 食評),172,
214,欽記麵家 Yum Kee Noodle,31.0,粉嶺聯和墟和豐街和豐角3號,$50以下,潮州菜,粉麵/米線,(42 食評),646,
215,皇庭花園酒家（盤菜專門店） Royal Garden Restaurant,9.0,流浮山流浮山山東街2號,$101-200,粵菜 (廣東),海鮮,(13 食評),311,
216,食口福 Sik Hau Fook,28.0,葵涌和宜合道58號地下,$50以下,粵菜 (廣東),茶餐廳/冰室,(44 食評),700,
217,名門讌客 Wealth Banquet,18.0,葵芳葵義路2-10號新葵芳花園商場1樓,$101-200,粵菜 (廣東),酒樓,(69 食評),649,
218,點點心點心專門店 Dimdimsum Dim Sum Specialty Store,20.0,沙田沙田車站圍1號Citylink 1樓108號,$51-100,粵菜 (廣東),點心,(60 食評),1173,
219,彩逸皇宮 Yat Palace Dining,8.0,天水圍天恩路12-18號置富嘉湖二期2樓219號舖,$51-100,粵菜 (廣東),酒樓,(28 食評),308,
220,百樂金宴 Golden Lilies Banquet,9.0,沙田沙田正街21-27號沙田廣場地下L133-L135號舖,$201-400,粵菜 (廣東),酒樓,(18 食評),396,
221,煌府婚宴專門店 Palace Wedding Banquet,13.0,荃灣青山公路荃灣段264-298號南豐中心5樓,$101-200,粵菜 (廣東),點心,(28 食評),480,
222,好日子皇宴 喜福海鮮火鍋專門店,5.0,"屯門屯隆街2號屯門時代廣場北翼地下35-39,51-53號舖",$101-200,粵菜 (廣東),火鍋,(13 食評),695,
223,老虎岩(第6座)潮式粉麵咖啡 Lok Fu Noodles and Fast Food,15.0,大埔東昌街6-16號地下F舖,$50以下,潮州菜,粉麵/米線,(28 食評),620,
224,潮江春 Chiuchow Garden Restaurant,19.0,大埔南運路9號新達廣場1樓1-3號舖,$101-200,中菜館,潮州菜,(47 食評),554,
225,深記海南粉,21.0,元朗民合徑8號幸福樓2期地下13號舖,$50以下,粵菜 (廣東),粵菜 (廣東),(34 食評),336,
226,新鹿鳴居 New Deers Restaurant,5.0,大埔太和路24號太和中心35-36號地舖,$51-100,火鍋,潮州菜,(9 食評),330,
227,自家人酒家,16.0,元朗大馬路123號開心廣場9樓,$51-100,酒樓,客家菜,(25 食評),533,
228,海景海鮮酒家,25.0,流浮山正大街56號地下,$101-200,粵菜 (廣東),海鮮,(44 食評),534,
229,勝利牛丸 Victory Beef Ball,121.0,元朗康景街1 號裕景坊20號祥發大廈地下,$50以下,粵菜 (廣東),粉麵/米線,(285 食評),1784,
230,釣魚翁 燒鵝．海鮮飯店 Diaoyuweng Roasted Goose And Seafood Restaurant,6.0,馬鞍山烏溪沙路8號迎海薈地下2號舖,$101-200,粵菜 (廣東),燒臘,(19 食評),445,
231,萬里緣盆菜專門店 Man Lee Yuen Poon Choi,35.0,元朗安寧路11號地下,$51-100,粵菜 (廣東),點心,(52 食評),823,
232,天賜素齋,14.0,沙田德厚街3號禾輋廣場2樓220號舖,$50以下,粵菜 (廣東),素食,(25 食評),540,
233,新金榮小廚,14.0,屯門麒麟徑3-8號地舖,$51-100,潮州菜,粵菜 (廣東),(36 食評),496,
234,龍悅 Dragon Delight,6.0,沙田沙角街5號沙角邨沙角商場3樓301號舖,$51-100,粵菜 (廣東),火鍋,(20 食評),236,
235,嘉年華火鍋酒家 Carnival Restaurant,8.0,屯門田景路31號良景村良景商場3樓305-306號舖,$51-100,粵菜 (廣東),點心,(16 食評),112,
236,蛇王弟 Snake King Dee,10.0,荃灣兆和街23號海晴軒地下2號舖,$50以下,粵菜 (廣東),湯品,(20 食評),300,
237,羊城火鍋海鮮酒家 Province Hot-Pot and Seafood Restaurant,7.0,屯門富泰商場2樓209號舖,$51-100,粵菜 (廣東),火鍋,(18 食評),124,
238,聯和素食 Luen Wo Vegetarian Restaurant,16.0,粉嶺聯和墟和泰街55號A地下,$50以下,粵菜 (廣東),素食,(18 食評),375,
239,美心皇宮 Maxim's Palace Chinese Restaurant,31.0,荃灣惠荃道22-66號綠楊坊地下G27 號舖,$101-200,粵菜 (廣東),點心,(65 食評),1005,
240,祥基餐廳 Cheung Kei Restaurant,11.0,太和太和路20號翠怡花園地下31號舖,$50以下,粵菜 (廣東),茶餐廳/冰室,(23 食評),91,
241,青葉海鮮酒家 Holly Restaurant,23.0,荃灣路德圍昌泰街1號富榮大廈,$101-200,粵菜 (廣東),點心,(46 食評),626,
242,潮豐潮洲牛肉店 Chiu Fung Chiu Chow Beef Shop,11.0,元朗金輝徑2號金安閣地下C舖,$51-100,潮州菜,潮州菜,(26 食評),449,
243,大師兄,7.0,荃灣大壩街5號仁蕙苑地下1號舖,$50以下,粵菜 (廣東),點心,(16 食評),385,
244,學記麵家 Hok Kee Noodle,25.0,元朗擊壤路熟食市場地下1號,$50以下,粵菜 (廣東),粉麵/米線,(60 食評),360,
245,明記海鮮酒家 Ming Kee Seafood Restaurant,42.0,流浮山正大街40號,$201-400,粵菜 (廣東),海鮮,(62 食評),688,
246,金功夫點心小廚 Kung Fu Deluxe Dim Sum Kitchen,8.0,屯門黃金海岸商場地下F5-F6號及R3號舖,$101-200,粵菜 (廣東),點心,(24 食評),471,
247,許姑娘家鄉茶粿  Mrs. Hui Traditional Chinese Rice Pudding,14.0,西貢市場街21號地下,$50以下,客家菜,小食店,(22 食評),660,
248,第壹間(重慶雞煲)火鍋 The First Hotpot,8.0,馬鞍山大水坑南街85號地下,$101-200,粵菜 (廣東),火鍋,(9 食評),413,
249,會所1號 科學園 ClubONE on the PARK,6.0,大埔白石角香港科學園科技大道西12號12W大樓地下S061-S066舖,$101-200,粵菜 (廣東),點心,(10 食評),418,
250,養心殿台式養生鍋,163.0,荃灣眾安街55號大鴻輝(荃灣)中心17樓,$201-400,台灣菜,火鍋,(208 食評),13002,指定時段五折優惠 (需於晚上七點半前離座)
251,九份•十分 Jiufen Shifen,163.0,沙田大涌橋路20-30號河畔花園地下27-28號舖,$101-200,台灣菜,台灣菜,(239 食評),6723,
252,九份•十分 Jiufen Shifen,142.0,天水圍天華路30號T Town南翼 2樓201號舖,$101-200,台灣菜,台灣菜,(166 食評),1314,
253,士林台灣麵 Shilin Taiwan Shop,308.0,元朗西菁街9號富盛大廈地下,$51-100,台灣菜,台灣菜,(458 食評),11184,
254,鼎泰豐 Din Tai Fung,80.0,沙田沙田正街18號新城市廣場1期1樓166號舖,$101-200,台灣菜,點心,(162 食評),3508,
255,XOXO Café Lab,81.0,將軍澳常寧路2號TKO Gateway1樓E169-170號舖,$101-200,台灣菜,台式飲品,(150 食評),1483,
256,桂花小幸 B+BC Cafe,81.0,將軍澳唐德街1號將軍澳廣場1樓133-135號舖,$51-100,台灣菜,台式飲品,(134 食評),1808,
257,叁茶陸飯 CHA FAN,82.0,荃灣青山公路388號中國染廠大廈中染新城1樓117號舖,$51-100,台灣菜,台式飲品,(159 食評),3524,
258,伙食工業 Fooody,59.0,火炭坳背灣街57-59號利達工業中心地下3號舖 (正門入口-火炭路),$51-100,台灣菜,拉麵,(156 食評),8089,
259,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,59.0,元朗朗日路8號形點二期3樓A303號舖,$51-100,台灣菜,甜品/糖水,(106 食評),1605,
260,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,41.0,屯門屯隆街3號屯門市廣場一期3樓3205號舖,$51-100,台灣菜,甜品/糖水,(70 食評),1116,
261,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,37.0,"荃灣楊屋道1號荃新天地一期地下G60, G62, G79號舖",$51-100,台灣菜,甜品/糖水,(60 食評),1341,
262,春風三月 Chun Feng Tea House,50.0,元朗教育路1號元朗千色匯地下G34號舖,$50以下,台灣菜,台式飲品,(81 食評),1160,
263,養心殿台式養生鍋,52.0,馬鞍山保泰街16號We Go Mall 2樓208號舖,$201-400,台灣菜,火鍋,(69 食評),951,
264,飲嘢 Yum Yea,59.0,大埔舊墟直街9號粵發大廈地下4-5號舖,$50以下,台灣菜,台式飲品,(88 食評),1737,
265,慧食貓,38.0,葵芳葵富路7號葵涌廣場B01C舖,$50以下,台灣菜,小食店,(51 食評),985,
266,台灣私房菜 Taiwan foodstuff,42.0,元朗安興街59號安泰樓地下5號舖,$51-100,台灣菜,小食店,(48 食評),561,
267,小王牛肉麵 Xiao Wang Beef Noodle,61.0,沙田沙田車站圍1號Citylink 1樓102-103號舖,$51-100,台灣菜,粉麵/米線,(128 食評),1698,
268,阿佳拌麵,26.0,葵芳葵富路7-11號葵涌廣場3樓303F號舖,$50以下,台灣菜,粉麵/米線,(77 食評),1092,
269,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,42.0,馬鞍山鞍祿街18號新港城中心3樓3001-3002舖,$51-100,台灣菜,甜品/糖水,(73 食評),559,
270,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,22.0,將軍澳坑口重華路8號東港城1樓187A號舖,$51-100,台灣菜,甜品/糖水,(51 食評),848,
271,8090 好時光 8090 u+me Cafe,27.0,天水圍天華路33號T Town North 地下NG02號舖,$50以下,台灣菜,台式飲品,(49 食評),1028,
272,101台式休閒餐廳 101 Taiwanese Restaurant,29.0,青衣青敬路33號青衣城二期地下G30號舖,$51-100,茶餐廳/冰室,台灣菜,(55 食評),639,
273,古月聚台灣古早味美食,18.0,元朗馬田路20-30B號安寧大廈地下2號舖,$50以下,台灣菜,台灣菜,(31 食評),1914,
274,101台式休閒餐廳 101 Taiwanese Restaurant,24.0,將軍澳唐明街2號尚德商場2樓205A號舖,$51-100,茶餐廳/冰室,台灣菜,(40 食評),433,
275,Cup Of...,23.0,荃灣昌泰街5號富榮大廈地下1號舖,$50以下,台灣菜,台式飲品,(38 食評),959,
276,真台客,25.0,元朗仁樂坊5號利發大廈地下G及F號舖,$50以下,台灣菜,台灣菜,(57 食評),1508,
277,愛 . 添 Appétit,30.0,屯門井財街15號金銘大廈地下3號舖,$50以下,台灣菜,甜品/糖水,(66 食評),995,
278,養心殿台式養生鍋,22.0,將軍澳唐德街3號九龍東智選假日酒店2樓,$201-400,台灣菜,火鍋,(26 食評),948,
279,三星台菜食堂 Tristar Kitchen,19.0,沙田沙田正街18號新城市廣場1樓128號舖,$101-200,台灣菜,台灣菜,(73 食評),689,
280,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,30.0,荃灣惠荃道22-66號綠楊坊2樓S7-8&8A號舖,$51-100,台灣菜,甜品/糖水,(63 食評),923,
281,茶芝味 CheeseTea,17.0,葵芳葵富路7號葵涌廣場1樓B07號舖,$50以下,台灣菜,台式飲品,(48 食評),887,
282,臺道手抓餅專門店 Tai Dao,19.0,粉嶺和隆街2-8號寶寧樓地下2B號舖,$50以下,台灣菜,台式飲品,(21 食評),983,
283,二悅 Moon Moon,9.0,元朗合益路9-15號紀業樓地下G號舖,$51-100,台灣菜,粉麵/米線,(19 食評),2658,
284,夏茶 HA CHA,19.0,元朗康樂路8號康樂廣場地下3號舖,$50以下,台灣菜,台式飲品,(42 食評),723,
285,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,15.0,沙田沙田車站圍1號Citylink1樓39號舖,$50以下,台灣菜,甜品/糖水,(35 食評),691,
286,茶點 Chat Point,17.0,大埔安慈路1號海寶花園7B地下,$50以下,台灣菜,台式飲品,(27 食評),443,
287,台北茶坊 Taipei Tea House,16.0,沙田德厚街3號禾輋廣場2樓248號舖,$50以下,台灣菜,粉麵/米線,(31 食評),165,
288,羅東肉焿番,9.0,元朗鳳翔路69號建輝大廈地下5號舖,$50以下,台灣菜,小食店,(20 食評),1266,
289,繼光香香雞 J&G Fried Chicken,22.0,葵芳葵富路7號葵涌廣場3樓303A號舖,$50以下,台灣菜,台式飲品,(35 食評),330,
290,小王牛肉麵 Xiao Wang Beef Noodle,15.0,青衣青敬路33號青衣城2樓218A號舖,$51-100,台灣菜,粉麵/米線,(59 食評),445,
291,洪祖師擔仔麵,12.0,上水馬會道168號地舖,$50以下,台灣菜,台式飲品,(49 食評),986,
292,適泊魚燒 Stayplus Bakery,14.0,西貢西貢海傍廣場2號金寶閣13號地舖,$50以下,台灣菜,麵包店,(25 食評),339,
293,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,13.0,上水智昌路3號上水中心2樓2210號舖,$51-100,台灣菜,甜品/糖水,(34 食評),497,
294,一芳台灣水果茶 Yifang Taiwan Fruit Tea,14.0,荃灣楊屋道1號荃新天地一期UG52A號舖,$50以下,台灣菜,台式飲品,(39 食評),341,
295,木子甜品 Muzi Dessert,19.0,荃灣荃華街16號荃薈商場地下G31-33號舖,$50以下,台灣菜,甜品/糖水,(46 食評),1021,
296,台灣ET鹽水雞 ET Taiwanese Salted Flavored Chicken,13.0,葵芳葵富路7號葵涌廣場地下A76號舖,$50以下,台灣菜,外賣店,(46 食評),527,
297,湯•米 Soup And Rice,21.0,將軍澳唐賢街23號帝景灣商場1樓40號舖,$51-100,台灣菜,粉麵/米線,(38 食評),1876,湯米台灣夜市爆紅臭臭鍋宵夜8折優惠！
298,雲貴軒米線專門店,22.0,葵芳葵芳邨葵芳廣場1樓111及111A號舖,$50以下,台灣菜,粉麵/米線,(33 食評),409,
299,入麵 Entrance,9.0,沙田石門安群街3號京瑞廣場1期1樓151號舖,$50以下,台灣菜,台式飲品,(13 食評),200,
300,大公雞,15.0,葵涌葵昌路72至76號Life@KCC1樓101和103號舖,$51-100,台灣菜,台灣菜,(22 食評),67,
301,一芳台灣水果茶 Yifang Taiwan Fruit Tea,10.0,沙田沙田正街18號新城市廣場1樓158號舖,$50以下,台灣菜,台式飲品,(36 食評),517,
302,天仁茗茶 TenRen's Tea,14.0,屯門屯門鄉事會路83號V City商場一田百貨T005號舖,$50以下,台灣菜,台式飲品,(24 食評),277,
303,台南皇麵線 KING MENSEN,12.0,葵芳葵富路7號葵涌廣場3樓85A號舗,$50以下,台灣菜,粉麵/米線,(29 食評),245,
304,台灣麵 Taiwan Kitchen,37.0,荃灣青山公路185-187號荃勝大廈地下A1,$50以下,台灣菜,台灣菜,(108 食評),505,
305,籠町茶番,18.0,荃灣青山公路荃灣段219號富華中心1樓3C號舖,$50以下,台灣菜,台式飲品,(38 食評),691,
306,台灣太陽與海珍珠紅茶坊 Sun And Sea,23.0,元朗炮仗坊14號D,$50以下,台灣菜,台灣菜,(46 食評),594,
307,一肥貓古祖味蛋糕,7.0,元朗又新街 27-29號建威大廈地下 7 號舖,$51-100,台灣菜,台灣菜,(12 食評),997,
308,滷頂台灣風味,8.0,元朗建業街55號地舖,$51-100,台灣菜,小食店,(13 食評),479,
309,麥田緣 Bread Together,13.0,元朗西菁街9號富盛大廈地舖,$50以下,台灣菜,麵包店,(15 食評),583,
310,韓台站,9.0,馬鞍山恆康街2號耀安商場G118號舖,$51-100,台灣菜,粉麵/米線,(28 食評),382,
311,川琦台日料理,6.0,屯門龍門路55-65號新屯門商場2樓34-39號舖,$51-100,台灣菜,日本菜,(22 食評),189,
312,茶理史 Charles Tea Bar,8.0,葵芳葵富路7號葵涌廣場2樓2007號舖,$50以下,台灣菜,台式飲品,(11 食評),265,
313,Oh My Cow,6.0,葵芳葵富路7號葵涌廣場2樓潮流廊2010號舖,$50以下,台灣菜,小食店,(16 食評),180,
314,果感生活 Passion Drink,8.0,西貢敬民街9號高勝樓地下13號舖,$50以下,台灣菜,果汁,(12 食評),275,
315,賞茶 A Nice Gift,10.0,屯門屯隆街3號屯門市廣場一期3樓,$50以下,台灣菜,台式飲品,(35 食評),242,
316,台灣麵 Taiwan Kitchen,24.0,元朗教育路37號地下1-3號舖,$50以下,台灣菜,粉麵/米線,(75 食評),246,
317,天仁茗茶 TenRen's Tea,14.0,荃灣大壩街4-30號荃灣廣場4樓一田百貨TW-4-007專櫃,$50以下,台灣菜,台式飲品,(29 食評),320,
318,綠野仙踪 Greenland Corner,10.0,火炭山尾街18-24號沙田商業中心1樓9A-9B舖,$51-100,台灣菜,台式飲品,(26 食評),172,
319,東喜茶 Heeretea,7.0,荃灣荃興徑10-18號富榮大廈地下3號舖,$50以下,台灣菜,台式飲品,(21 食評),198,
320,天仁茗茶 TenRen's Tea,8.0,大埔安邦路9號大埔超級城A區2樓050-051號舖,$50以下,台灣菜,台式飲品,(13 食評),126,
321,November,6.0,沙田石門安群街3號京瑞廣場一期 2樓279號舖,$50以下,台灣菜,台式飲品,(13 食評),321,
322,創意廚房,21.0,荃灣德海街18號富利達中心地下B舖,$50以下,台灣菜,台式飲品,(33 食評),745,
323,100米台式餐廳,5.0,大埔大元街市平台美食廣場12號舖,$50以下,台灣菜,粉麵/米線,(31 食評),200,
324,天仁茗茶 TenRen's Tea,4.0,葵芳興芳路223號新都會廣場1樓182號舖,$50以下,台灣菜,台式飲品,(11 食評),265,
325,八方雲集鍋貼水餃專門店 Bafang Dumpling,26.0,荃灣街市街8號,$50以下,台灣菜,雲吞/餃子,(77 食評),245,
326,臺味冰點 Tai Wan Ice Station,17.0,屯門海麗花園商場地下1號舖,$50以下,台灣菜,台灣菜,(37 食評),240,
327,茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,7.0,大埔安邦路9號大埔超級城C區2樓556-557號舖,$51-100,台灣菜,甜品/糖水,(27 食評),402,
