,date,song,artist
49188,1968-01-13,Hello Goodbye,The Beatles
49288,1968-01-20,Judy In Disguise (With Glasses),John Fred And The Playboys
49388,1968-01-27,Judy In Disguise (With Glasses),John Fred And The Playboys
49488,1968-02-03,Green Tambourine,The Lemon Pipers
49588,1968-02-10,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra
49688,1968-02-17,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra
49788,1968-02-24,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra
49888,1968-03-02,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra
49988,1968-03-09,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra
50088,1968-03-16,(Sittin' On) The Dock Of The Bay,Otis Redding
50188,1968-03-23,(Sittin' On) The Dock Of The Bay,Otis Redding
50288,1968-03-30,(Sittin' On) The Dock Of The Bay,Otis Redding
50388,1968-04-06,(Sittin' On) The Dock Of The Bay,Otis Redding
50488,1968-04-13,Honey,Bobby Goldsboro
50588,1968-04-20,Honey,Bobby Goldsboro
50688,1968-04-27,Honey,Bobby Goldsboro
50788,1968-05-04,Honey,Bobby Goldsboro
50888,1968-05-11,Honey,Bobby Goldsboro
50988,1968-05-18,Tighten Up,Archie Bell & The Drells
51088,1968-05-25,Tighten Up,Archie Bell & The Drells
51188,1968-06-01,Mrs. Robinson,Simon & Garfunkel
51288,1968-06-08,Mrs. Robinson,Simon & Garfunkel
51388,1968-06-15,Mrs. Robinson,Simon & Garfunkel
51488,1968-06-22,This Guy's In Love With You,Herb Alpert
51588,1968-06-29,This Guy's In Love With You,Herb Alpert
51688,1968-07-06,This Guy's In Love With You,Herb Alpert
51788,1968-07-13,This Guy's In Love With You,Herb Alpert
51888,1968-07-20,Grazing In The Grass,Hugh Masekela
51988,1968-07-27,Grazing In The Grass,Hugh Masekela
52088,1968-08-03,"Hello, I Love You",The Doors
52188,1968-08-10,"Hello, I Love You",The Doors
52288,1968-08-17,People Got To Be Free,The Rascals
52388,1968-08-24,People Got To Be Free,The Rascals
52488,1968-08-31,People Got To Be Free,The Rascals
52588,1968-09-07,People Got To Be Free,The Rascals
52688,1968-09-14,People Got To Be Free,The Rascals
52788,1968-09-21,Harper Valley P.T.A.,Jeannie C. Riley
52888,1968-09-28,Hey Jude,The Beatles
52988,1968-10-05,Hey Jude,The Beatles
53088,1968-10-12,Hey Jude,The Beatles
53188,1968-10-19,Hey Jude,The Beatles
53288,1968-10-26,Hey Jude,The Beatles
53388,1968-11-02,Hey Jude,The Beatles
53488,1968-11-09,Hey Jude,The Beatles
53588,1968-11-16,Hey Jude,The Beatles
53688,1968-11-23,Hey Jude,The Beatles
53788,1968-11-30,Love Child,Diana Ross & The Supremes
53888,1968-12-07,Love Child,Diana Ross & The Supremes
53988,1968-12-14,I Heard It Through The Grapevine,Marvin Gaye
54088,1968-12-21,I Heard It Through The Grapevine,Marvin Gaye
54188,1968-12-28,I Heard It Through The Grapevine,Marvin Gaye
54288,1969-01-04,I Heard It Through The Grapevine,Marvin Gaye
54388,1969-01-11,I Heard It Through The Grapevine,Marvin Gaye
54488,1969-01-18,I Heard It Through The Grapevine,Marvin Gaye
54588,1969-01-25,I Heard It Through The Grapevine,Marvin Gaye
54688,1969-02-01,Crimson And Clover,Tommy James And The Shondells
54788,1969-02-08,Crimson And Clover,Tommy James And The Shondells
54888,1969-02-15,Everyday People,Sly & The Family Stone
54988,1969-02-22,Everyday People,Sly & The Family Stone
55088,1969-03-01,Everyday People,Sly & The Family Stone
55188,1969-03-08,Everyday People,Sly & The Family Stone
55288,1969-03-15,Dizzy,Tommy Roe
55388,1969-03-22,Dizzy,Tommy Roe
55488,1969-03-29,Dizzy,Tommy Roe
55588,1969-04-05,Dizzy,Tommy Roe
55688,1969-04-12,Aquarius/Let The Sunshine In,The 5th Dimension
55788,1969-04-19,Aquarius/Let The Sunshine In,The 5th Dimension
55888,1969-04-26,Aquarius/Let The Sunshine In,The 5th Dimension
55988,1969-05-03,Aquarius/Let The Sunshine In,The 5th Dimension
56088,1969-05-10,Aquarius/Let The Sunshine In,The 5th Dimension
56188,1969-05-17,Aquarius/Let The Sunshine In,The 5th Dimension
56288,1969-05-24,Get Back,The Beatles With Billy Preston
56388,1969-05-31,Get Back,The Beatles With Billy Preston
56488,1969-06-07,Get Back,The Beatles With Billy Preston
56588,1969-06-14,Get Back,The Beatles With Billy Preston
56688,1969-06-21,Get Back,The Beatles With Billy Preston
56788,1969-06-28,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra
56888,1969-07-05,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra
56988,1969-07-12,In The Year 2525,Zager & Evans
57088,1969-07-19,In The Year 2525,Zager & Evans
57188,1969-07-26,In The Year 2525,Zager & Evans
57288,1969-08-02,In The Year 2525,Zager & Evans
57388,1969-08-09,In The Year 2525,Zager & Evans
57488,1969-08-16,In The Year 2525,Zager & Evans
57588,1969-08-23,Honky Tonk Women,The Rolling Stones
57688,1969-08-30,Honky Tonk Women,The Rolling Stones
57788,1969-09-06,Honky Tonk Women,The Rolling Stones
57888,1969-09-13,Honky Tonk Women,The Rolling Stones
57988,1969-09-20,"Sugar, Sugar",The Archies
58088,1969-09-27,"Sugar, Sugar",The Archies
58188,1969-10-04,"Sugar, Sugar",The Archies
58288,1969-10-11,"Sugar, Sugar",The Archies
58388,1969-10-18,I Can't Get Next To You,The Temptations
58488,1969-10-25,I Can't Get Next To You,The Temptations
58588,1969-11-01,Suspicious Minds,Elvis Presley
58688,1969-11-08,Wedding Bell Blues,The 5th Dimension
58788,1969-11-15,Wedding Bell Blues,The 5th Dimension
58888,1969-11-22,Wedding Bell Blues,The 5th Dimension
58988,1969-11-29,Come Together/Something,The Beatles
59088,1969-12-06,Na Na Hey Hey Kiss Him Goodbye,Steam
59188,1969-12-13,Na Na Hey Hey Kiss Him Goodbye,Steam
59288,1969-12-20,Leaving On A Jet Plane,"Peter, Paul & Mary"
59388,1969-12-27,Someday We'll Be Together,Diana Ross & The Supremes
59488,1970-01-03,Raindrops Keep Fallin' On My Head,B.J. Thomas
59588,1970-01-10,Raindrops Keep Fallin' On My Head,B.J. Thomas
59688,1970-01-17,Raindrops Keep Fallin' On My Head,B.J. Thomas
59788,1970-01-24,Raindrops Keep Fallin' On My Head,B.J. Thomas
59888,1970-01-31,I Want You Back,Jackson 5
59988,1970-02-07,Venus,The Shocking Blue
60088,1970-02-14,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone
60188,1970-02-21,Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone
60288,1970-02-28,Bridge Over Troubled Water,Simon & Garfunkel
60388,1970-03-07,Bridge Over Troubled Water,Simon & Garfunkel
60488,1970-03-14,Bridge Over Troubled Water,Simon & Garfunkel
60588,1970-03-21,Bridge Over Troubled Water,Simon & Garfunkel
60688,1970-03-28,Bridge Over Troubled Water,Simon & Garfunkel
60788,1970-04-04,Bridge Over Troubled Water,Simon & Garfunkel
60888,1970-04-11,Let It Be,The Beatles
60988,1970-04-18,Let It Be,The Beatles
61088,1970-04-25,ABC,Jackson 5
61188,1970-05-02,ABC,Jackson 5
61288,1970-05-09,American Woman/No Sugar Tonight,The Guess Who
61388,1970-05-16,American Woman/No Sugar Tonight,The Guess Who
61488,1970-05-23,American Woman/No Sugar Tonight,The Guess Who
61588,1970-05-30,Everything Is Beautiful,Ray Stevens
61688,1970-06-06,Everything Is Beautiful,Ray Stevens
61788,1970-06-13,The Long And Winding Road/For You Blue,The Beatles
61888,1970-06-20,The Long And Winding Road/For You Blue,The Beatles
61988,1970-06-27,The Love You Save/I Found That Girl,Jackson 5
62088,1970-07-04,The Love You Save/I Found That Girl,Jackson 5
62188,1970-07-11,Mama Told Me (Not To Come),Three Dog Night
62288,1970-07-18,Mama Told Me (Not To Come),Three Dog Night
62388,1970-07-25,(They Long To Be) Close To You,Carpenters
62488,1970-08-01,(They Long To Be) Close To You,Carpenters
62588,1970-08-08,(They Long To Be) Close To You,Carpenters
62688,1970-08-15,(They Long To Be) Close To You,Carpenters
62788,1970-08-22,Make It With You,Bread
62888,1970-08-29,War,Edwin Starr
62988,1970-09-05,War,Edwin Starr
63088,1970-09-12,War,Edwin Starr
63188,1970-09-19,Ain't No Mountain High Enough,Diana Ross
63288,1970-09-26,Ain't No Mountain High Enough,Diana Ross
63388,1970-10-03,Ain't No Mountain High Enough,Diana Ross
63488,1970-10-10,Cracklin' Rosie,Neil Diamond
63588,1970-10-17,I'll Be There,Jackson 5
63688,1970-10-24,I'll Be There,Jackson 5
63788,1970-10-31,I'll Be There,Jackson 5
63888,1970-11-07,I'll Be There,Jackson 5
63988,1970-11-14,I'll Be There,Jackson 5
64088,1970-11-21,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy
64188,1970-11-28,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy
64288,1970-12-05,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy
64388,1970-12-12,The Tears Of A Clown,Smokey Robinson & The Miracles
64488,1970-12-19,The Tears Of A Clown,Smokey Robinson & The Miracles
64588,1970-12-26,My Sweet Lord/Isn't It A Pity,George Harrison
64688,1971-01-02,My Sweet Lord/Isn't It A Pity,George Harrison
64788,1971-01-09,My Sweet Lord/Isn't It A Pity,George Harrison
64888,1971-01-16,My Sweet Lord/Isn't It A Pity,George Harrison
64988,1971-01-23,Knock Three Times,Dawn
65088,1971-01-30,Knock Three Times,Dawn
65188,1971-02-06,Knock Three Times,Dawn
65288,1971-02-13,One Bad Apple,The Osmonds
65388,1971-02-20,One Bad Apple,The Osmonds
65488,1971-02-27,One Bad Apple,The Osmonds
65588,1971-03-06,One Bad Apple,The Osmonds
65688,1971-03-13,One Bad Apple,The Osmonds
65788,1971-03-20,Me And Bobby McGee,Janis Joplin
65888,1971-03-27,Me And Bobby McGee,Janis Joplin
65988,1971-04-03,Just My Imagination (Running Away With Me),The Temptations
66088,1971-04-10,Just My Imagination (Running Away With Me),The Temptations
66188,1971-04-17,Joy To The World,Three Dog Night
66288,1971-04-24,Joy To The World,Three Dog Night
66388,1971-05-01,Joy To The World,Three Dog Night
66488,1971-05-08,Joy To The World,Three Dog Night
66588,1971-05-15,Joy To The World,Three Dog Night
66688,1971-05-22,Joy To The World,Three Dog Night
66788,1971-05-29,Brown Sugar,The Rolling Stones
66888,1971-06-05,Brown Sugar,The Rolling Stones
66988,1971-06-12,Want Ads,The Honey Cone
67088,1971-06-19,It's Too Late/I Feel The Earth Move,Carole King
67187,1971-06-26,It's Too Late/I Feel The Earth Move,Carole King
67287,1971-07-03,It's Too Late/I Feel The Earth Move,Carole King
67387,1971-07-10,It's Too Late/I Feel The Earth Move,Carole King
67487,1971-07-17,It's Too Late/I Feel The Earth Move,Carole King
67587,1971-07-24,Indian Reservation (The Lament Of The Cherokee Reservation Indian),The Raiders
67687,1971-07-31,You've Got A Friend,James Taylor
67787,1971-08-07,How Can You Mend A Broken Heart,Bee Gees
67887,1971-08-14,How Can You Mend A Broken Heart,Bee Gees
67987,1971-08-21,How Can You Mend A Broken Heart,Bee Gees
68087,1971-08-28,How Can You Mend A Broken Heart,Bee Gees
68187,1971-09-04,Uncle Albert/Admiral Halsey,Paul & Linda McCartney
68287,1971-09-11,Go Away Little Girl,Donny Osmond
68387,1971-09-18,Go Away Little Girl,Donny Osmond
68487,1971-09-25,Go Away Little Girl,Donny Osmond
68587,1971-10-02,Maggie May/Reason To Believe,Rod Stewart
68687,1971-10-09,Maggie May/Reason To Believe,Rod Stewart
68787,1971-10-16,Maggie May/Reason To Believe,Rod Stewart
68887,1971-10-23,Maggie May/Reason To Believe,Rod Stewart
68987,1971-10-30,Maggie May/Reason To Believe,Rod Stewart
69087,1971-11-06,"Gypsys, Tramps & Thieves",Cher
69187,1971-11-13,"Gypsys, Tramps & Thieves",Cher
69287,1971-11-20,Theme From Shaft,Isaac Hayes
69387,1971-11-27,Theme From Shaft,Isaac Hayes
69487,1971-12-04,Family Affair,Sly & The Family Stone
69587,1971-12-11,Family Affair,Sly & The Family Stone
69687,1971-12-18,Family Affair,Sly & The Family Stone
69787,1971-12-25,Brand New Key,Melanie
69887,1972-01-01,Brand New Key,Melanie
69987,1972-01-08,Brand New Key,Melanie
70087,1972-01-15,American Pie (Parts I & II),Don McLean
70187,1972-01-22,American Pie (Parts I & II),Don McLean
70287,1972-01-29,American Pie (Parts I & II),Don McLean
70387,1972-02-05,American Pie (Parts I & II),Don McLean
70487,1972-02-12,Let's Stay Together,Al Green
70587,1972-02-19,Without You,Nilsson
70687,1972-02-26,Without You,Nilsson
70787,1972-03-04,Without You,Nilsson
70887,1972-03-11,Without You,Nilsson
70987,1972-03-18,Heart Of Gold,Neil Young
71087,1972-03-25,A Horse With No Name,America
71187,1972-04-01,A Horse With No Name,America
71287,1972-04-08,A Horse With No Name,America
71387,1972-04-15,The First Time Ever I Saw Your Face,Roberta Flack
71487,1972-04-22,The First Time Ever I Saw Your Face,Roberta Flack
71587,1972-04-29,The First Time Ever I Saw Your Face,Roberta Flack
71687,1972-05-06,The First Time Ever I Saw Your Face,Roberta Flack
71787,1972-05-13,The First Time Ever I Saw Your Face,Roberta Flack
71887,1972-05-20,The First Time Ever I Saw Your Face,Roberta Flack
71987,1972-05-27,Oh Girl,The Chi-lites
72087,1972-06-03,I'll Take You There,The Staple Singers
72187,1972-06-10,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation"
72287,1972-06-17,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation"
72387,1972-06-24,The Candy Man,"Sammy Davis, Jr. with The Mike Curb Congregation"
72487,1972-07-01,Song Sung Blue,Neil Diamond
72587,1972-07-08,Lean On Me,Bill Withers
72687,1972-07-15,Lean On Me,Bill Withers
72787,1972-07-22,Lean On Me,Bill Withers
72887,1972-07-29,Alone Again (Naturally),Gilbert O'Sullivan
72987,1972-08-05,Alone Again (Naturally),Gilbert O'Sullivan
73087,1972-08-12,Alone Again (Naturally),Gilbert O'Sullivan
73187,1972-08-19,Alone Again (Naturally),Gilbert O'Sullivan
73287,1972-08-26,Brandy (You're A Fine Girl),Looking Glass
73387,1972-09-02,Alone Again (Naturally),Gilbert O'Sullivan
73487,1972-09-09,Alone Again (Naturally),Gilbert O'Sullivan
73587,1972-09-16,Black & White,Three Dog Night
73687,1972-09-23,Baby Don't Get Hooked On Me,Mac Davis
73787,1972-09-30,Baby Don't Get Hooked On Me,Mac Davis
73887,1972-10-07,Baby Don't Get Hooked On Me,Mac Davis
73987,1972-10-14,Ben,Michael Jackson
74087,1972-10-21,My Ding-A-Ling,Chuck Berry
74187,1972-10-28,My Ding-A-Ling,Chuck Berry
74287,1972-11-04,I Can See Clearly Now,Johnny Nash
74387,1972-11-11,I Can See Clearly Now,Johnny Nash
74487,1972-11-18,I Can See Clearly Now,Johnny Nash
74587,1972-11-25,I Can See Clearly Now,Johnny Nash
74687,1972-12-02,Papa Was A Rollin' Stone,The Temptations
74787,1972-12-09,I Am Woman,Helen Reddy
74887,1972-12-16,Me And Mrs. Jones,Billy Paul
74987,1972-12-23,Me And Mrs. Jones,Billy Paul
75087,1972-12-30,Me And Mrs. Jones,Billy Paul
75187,1973-01-06,You're So Vain,Carly Simon
75287,1973-01-13,You're So Vain,Carly Simon
75387,1973-01-20,You're So Vain,Carly Simon
75487,1973-01-27,Superstition,Stevie Wonder
75587,1973-02-03,Crocodile Rock,Elton John
75687,1973-02-10,Crocodile Rock,Elton John
75787,1973-02-17,Crocodile Rock,Elton John
75887,1973-02-24,Killing Me Softly With His Song,Roberta Flack
75987,1973-03-03,Killing Me Softly With His Song,Roberta Flack
76087,1973-03-10,Killing Me Softly With His Song,Roberta Flack
76187,1973-03-17,Killing Me Softly With His Song,Roberta Flack
76287,1973-03-24,Love Train,The O'Jays
76387,1973-03-31,Killing Me Softly With His Song,Roberta Flack
76487,1973-04-07,The Night The Lights Went Out In Georgia,Vicki Lawrence
76587,1973-04-14,The Night The Lights Went Out In Georgia,Vicki Lawrence
76687,1973-04-21,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando
76787,1973-04-28,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando
76887,1973-05-05,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando
76987,1973-05-12,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando
77087,1973-05-19,You Are The Sunshine Of My Life,Stevie Wonder
77187,1973-05-26,Frankenstein,Edgar Winter Group
77287,1973-06-02,My Love,Paul McCartney & Wings
77387,1973-06-09,My Love,Paul McCartney & Wings
77487,1973-06-16,My Love,Paul McCartney & Wings
77587,1973-06-23,My Love,Paul McCartney & Wings
77687,1973-06-30,Give Me Love - (Give Me Peace On Earth),George Harrison
77787,1973-07-07,Will It Go Round In Circles,Billy Preston
77887,1973-07-14,Will It Go Round In Circles,Billy Preston
77987,1973-07-21,"Bad, Bad Leroy Brown",Jim Croce
78087,1973-07-28,"Bad, Bad Leroy Brown",Jim Croce
78187,1973-08-04,The Morning After,Maureen McGovern
78287,1973-08-11,The Morning After,Maureen McGovern
78387,1973-08-18,Touch Me In The Morning,Diana Ross
78487,1973-08-25,Brother Louie,Stories
78587,1973-09-01,Brother Louie,Stories
78687,1973-09-08,Let's Get It On,Marvin Gaye
78787,1973-09-15,Delta Dawn,Helen Reddy
78887,1973-09-22,Let's Get It On,Marvin Gaye
78987,1973-09-29,We're An American Band,Grand Funk
79087,1973-10-06,Half-Breed,Cher
79187,1973-10-13,Half-Breed,Cher
79287,1973-10-20,Angie,The Rolling Stones
79387,1973-10-27,Midnight Train To Georgia,Gladys Knight And The Pips
79487,1973-11-03,Midnight Train To Georgia,Gladys Knight And The Pips
79587,1973-11-10,Keep On Truckin' (Part 1),Eddie Kendricks
79687,1973-11-17,Keep On Truckin' (Part 1),Eddie Kendricks
79787,1973-11-24,Photograph,Ringo Starr
79887,1973-12-01,Top Of The World,Carpenters
79987,1973-12-08,Top Of The World,Carpenters
80087,1973-12-15,The Most Beautiful Girl,Charlie Rich
80187,1973-12-22,The Most Beautiful Girl,Charlie Rich
80287,1973-12-29,Time In A Bottle,Jim Croce
80387,1974-01-05,Time In A Bottle,Jim Croce
80487,1974-01-12,The Joker,The Steve Miller Band
80587,1974-01-19,Show And Tell,Al Wilson
80687,1974-01-26,You're Sixteen,Ringo Starr
80787,1974-02-02,The Way We Were,Barbra Streisand
80887,1974-02-09,Love's Theme,Love Unlimited Orchestra
80987,1974-02-16,The Way We Were,Barbra Streisand
81087,1974-02-23,The Way We Were,Barbra Streisand
81187,1974-03-02,Seasons In The Sun,Terry Jacks
81287,1974-03-09,Seasons In The Sun,Terry Jacks
81387,1974-03-16,Seasons In The Sun,Terry Jacks
81487,1974-03-23,Dark Lady,Cher
81587,1974-03-30,Sunshine On My Shoulders,John Denver
81687,1974-04-06,Hooked On A Feeling,Blue Swede
81787,1974-04-13,Bennie And The Jets,Elton John
81887,1974-04-20,TSOP (The Sound Of Philadelphia),MFSB featuring The Three Degrees
81987,1974-04-27,TSOP (The Sound Of Philadelphia),MFSB featuring The Three Degrees
82087,1974-05-04,The Loco-Motion,Grand Funk
82187,1974-05-11,The Loco-Motion,Grand Funk
82287,1974-05-18,The Streak,Ray Stevens
82387,1974-05-25,The Streak,Ray Stevens
82487,1974-06-01,The Streak,Ray Stevens
82587,1974-06-08,Band On The Run,Paul McCartney & Wings
82687,1974-06-15,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods
82787,1974-06-22,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods
82887,1974-06-29,Sundown,Gordon Lightfoot
82987,1974-07-06,Rock The Boat,The Hues Corporation
83087,1974-07-13,Rock Your Baby,George McCrae
83187,1974-07-20,Rock Your Baby,George McCrae
83287,1974-07-27,ANNIE'S SONG,John Denver
83387,1974-08-03,ANNIE'S SONG,John Denver
83487,1974-08-10,Feel Like Makin' Love,Roberta Flack
83587,1974-08-17,The Night Chicago Died,Paper Lace
83687,1974-08-24,(You're) Having My Baby,Paul Anka with Odia Coates
83787,1974-08-31,(You're) Having My Baby,Paul Anka with Odia Coates
83887,1974-09-07,(You're) Having My Baby,Paul Anka with Odia Coates
83987,1974-09-14,I Shot The Sheriff,Eric Clapton
84087,1974-09-21,"Can't Get Enough Of Your Love, Babe",Barry White
84187,1974-09-28,Rock Me Gently,Andy Kim
84287,1974-10-05,I Honestly Love You,Olivia Newton-John
84387,1974-10-12,I Honestly Love You,Olivia Newton-John
84487,1974-10-19,Nothing From Nothing,Billy Preston
84587,1974-10-26,Then Came You,Dionne Warwicke & Spinners
84687,1974-11-02,You Haven't Done Nothin,Stevie Wonder
84787,1974-11-09,You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive
84887,1974-11-16,Whatever Gets You Thru The Night,John Lennon With The Plastic Ono Nuclear Band
84987,1974-11-23,I Can Help,Billy Swan
85087,1974-11-30,I Can Help,Billy Swan
85187,1974-12-07,Kung Fu Fighting,Carl Douglas
85287,1974-12-14,Kung Fu Fighting,Carl Douglas
85387,1974-12-21,Cat's In The Cradle,Harry Chapin
85487,1974-12-28,Angie Baby,Helen Reddy
85587,1975-01-04,Lucy In The Sky With Diamonds,Elton John
85687,1975-01-11,Lucy In The Sky With Diamonds,Elton John
85787,1975-01-18,Mandy,Barry Manilow
85887,1975-01-25,Please Mr. Postman,Carpenters
85987,1975-02-01,Laughter In The Rain,Neil Sedaka
86087,1975-02-08,Fire,Ohio Players
86187,1975-02-15,You're No Good,Linda Ronstadt
86287,1975-02-22,Pick Up The Pieces,AWB
86387,1975-03-01,Best Of My Love,Eagles
86487,1975-03-08,Have You Never Been Mellow,Olivia Newton-John
86587,1975-03-15,Black Water,The Doobie Brothers
86687,1975-03-22,My Eyes Adored You,Frankie Valli
86787,1975-03-29,Lady Marmalade,Labelle
86887,1975-04-05,Lovin' You,Minnie Riperton
86987,1975-04-12,Philadelphia Freedom,The Elton John Band
87087,1975-04-19,Philadelphia Freedom,The Elton John Band
87187,1975-04-26,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas
87287,1975-05-03,He Don't Love You (Like I Love You),Tony Orlando & Dawn
87387,1975-05-10,He Don't Love You (Like I Love You),Tony Orlando & Dawn
87487,1975-05-17,He Don't Love You (Like I Love You),Tony Orlando & Dawn
87587,1975-05-24,Shining Star,"Earth, Wind & Fire"
87687,1975-05-31,Before The Next Teardrop Falls,Freddy Fender
87787,1975-06-07,Thank God I'm A Country Boy,John Denver
87887,1975-06-14,Sister Golden Hair,America
87987,1975-06-21,Love Will Keep Us Together,Captain & Tennille
88087,1975-06-28,Love Will Keep Us Together,Captain & Tennille
88187,1975-07-05,Love Will Keep Us Together,Captain & Tennille
88287,1975-07-12,Love Will Keep Us Together,Captain & Tennille
88387,1975-07-19,Listen To What The Man Said,Wings
88487,1975-07-26,The Hustle,Van McCoy The Soul City Symphony
88587,1975-08-02,One Of These Nights,Eagles
88687,1975-08-09,Jive Talkin',Bee Gees
88787,1975-08-16,Jive Talkin',Bee Gees
88887,1975-08-23,Fallin' In Love,"Hamilton, Joe Frank & Reynolds"
88987,1975-08-30,Get Down Tonight,KC And The Sunshine Band
89087,1975-09-06,Rhinestone Cowboy,Glen Campbell
89187,1975-09-13,Rhinestone Cowboy,Glen Campbell
89287,1975-09-20,Fame,David Bowie
89387,1975-09-27,I'm Sorry,John Denver
89487,1975-10-04,Fame,David Bowie
89587,1975-10-11,Bad Blood,Neil Sedaka
89687,1975-10-18,Bad Blood,Neil Sedaka
89787,1975-10-25,Bad Blood,Neil Sedaka
89887,1975-11-01,Island Girl,Elton John
89987,1975-11-08,Island Girl,Elton John
90087,1975-11-15,Island Girl,Elton John
90187,1975-11-22,That's The Way (I Like It),KC And The Sunshine Band
90287,1975-11-29,"Fly, Robin, Fly",Silver Convention
90387,1975-12-06,"Fly, Robin, Fly",Silver Convention
90487,1975-12-13,"Fly, Robin, Fly",Silver Convention
90587,1975-12-20,That's The Way (I Like It),KC And The Sunshine Band
90687,1975-12-27,Let's Do It Again,The Staple Singers
90787,1976-01-03,Saturday Night,Bay City Rollers
90887,1976-01-10,Convoy,C.W. McCall
90987,1976-01-17,I Write The Songs,Barry Manilow
91087,1976-01-24,Theme From Mahogany (Do You Know Where You're Going To),Diana Ross
91187,1976-01-31,Love Rollercoaster,Ohio Players
91287,1976-02-07,50 Ways To Leave Your Lover,Paul Simon
91387,1976-02-14,50 Ways To Leave Your Lover,Paul Simon
91487,1976-02-21,50 Ways To Leave Your Lover,Paul Simon
91587,1976-02-28,Theme From S.W.A.T.,Rhythm Heritage
91687,1976-03-06,Love Machine (Part 1),The Miracles
91787,1976-03-13,"December, 1963 (Oh, What a Night)",The 4 Seasons
91887,1976-03-20,"December, 1963 (Oh, What a Night)",The 4 Seasons
91987,1976-03-27,"December, 1963 (Oh, What a Night)",The 4 Seasons
92087,1976-04-03,Disco Lady,Johnnie Taylor
92187,1976-04-10,Disco Lady,Johnnie Taylor
92287,1976-04-17,Disco Lady,Johnnie Taylor
92387,1976-04-24,Disco Lady,Johnnie Taylor
92487,1976-05-01,Let Your Love Flow,Bellamy Brothers
92587,1976-05-08,Welcome Back,John Sebastian
92687,1976-05-15,Boogie Fever,The Sylvers
92787,1976-05-22,Silly Love Songs,Wings
92887,1976-05-29,Love Hangover,Diana Ross
92987,1976-06-05,Love Hangover,Diana Ross
93087,1976-06-12,Silly Love Songs,Wings
93187,1976-06-19,Silly Love Songs,Wings
93287,1976-06-26,Silly Love Songs,Wings
93387,1976-07-03,Silly Love Songs,Wings
93487,1976-07-10,Afternoon Delight,Starland Vocal Band
93587,1976-07-17,Afternoon Delight,Starland Vocal Band
93687,1976-07-24,Kiss And Say Goodbye,The Manhattans
93787,1976-07-31,Kiss And Say Goodbye,The Manhattans
93887,1976-08-07,Don't Go Breaking My Heart,Elton John & Kiki Dee
93987,1976-08-14,Don't Go Breaking My Heart,Elton John & Kiki Dee
94087,1976-08-21,Don't Go Breaking My Heart,Elton John & Kiki Dee
94187,1976-08-28,Don't Go Breaking My Heart,Elton John & Kiki Dee
94287,1976-09-04,You Should Be Dancing,Bee Gees
94387,1976-09-11,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band
94487,1976-09-18,Play That Funky Music,Wild Cherry
94587,1976-09-25,Play That Funky Music,Wild Cherry
94687,1976-10-02,Play That Funky Music,Wild Cherry
94787,1976-10-09,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band
94887,1976-10-16,Disco Duck (Part I),Rick Dees & His Cast Of Idiots
94987,1976-10-23,If You Leave Me Now,Chicago
95087,1976-10-30,If You Leave Me Now,Chicago
95187,1976-11-06,Rock'n Me,Steve Miller
95287,1976-11-13,Tonight's The Night (Gonna Be Alright),Rod Stewart
95387,1976-11-20,Tonight's The Night (Gonna Be Alright),Rod Stewart
95487,1976-11-27,Tonight's The Night (Gonna Be Alright),Rod Stewart
95587,1976-12-04,Tonight's The Night (Gonna Be Alright),Rod Stewart
95687,1976-12-11,Tonight's The Night (Gonna Be Alright),Rod Stewart
95787,1976-12-18,Tonight's The Night (Gonna Be Alright),Rod Stewart
95887,1976-12-25,Tonight's The Night (Gonna Be Alright),Rod Stewart
95987,1977-01-01,Tonight's The Night (Gonna Be Alright),Rod Stewart
96087,1977-01-08,You Don't Have To Be A Star (To Be In My Show),"Marilyn McCoo & Billy Davis, Jr."
96187,1977-01-15,You Make Me Feel Like Dancing,Leo Sayer
